angDist,ID,RA,Dec,Obs date,Sem,RA_search,Dec_search,TIC,owner,name,date,wav,rho,theta,B/A,delm,see,rho*see,notes,g_group,ap_type,j-k,period,power,sigma,ra_tic,dec_tic,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,parallax_over_error,pm,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,astrometric_excess_noise,astrometric_excess_noise_sig,astrometric_params_solved,pseudocolour,pseudocolour_error,visibility_periods_used,ruwe,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_mag,bp_rp,dr2_radial_velocity,dr2_radial_velocity_error,dr2_rv_nb_transits,dr2_rv_template_teff,dr2_rv_template_logg,panstarrs1,sdssdr13,skymapper2,urat1,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error,phot_g_mean_mag_corrected,phot_g_mean_mag_error_corrected,phot_g_mean_flux_corrected
0.001736,,,,,,,,93273595,,,,,,,,,,,,15,Threshold,0.896000000000001,21.5782983970407,0,0.036465138119488,129.90796827589,-53.00092825395,129.90796786136,-53.00092866673,0.001,0.0,8,5318544971443141632,129.90778355705,0.0268,-53.00082911789,0.0249,6.6407,0.0282,235.4349,33.533,-24.956,0.035,22.399,0.029,308,3.6192,412.93,0.117,2.133,31,,,25,1.149,0,12078.9,10.4389,15.482301,2069.97,13.1646,17.048634,15536.6,14.269506,2.779127,,,0,,,,,,,0.002911,0.007447,0.004091,15.482301,0.002911,12078.9
0.003563,,,,,,,,93275001,,,,,,,,,,,,16,Pipeline,0.930999999999999,28.0,0,0.029743825253698,129.86595494695,-52.54962252544,129.86595601095,-52.54962327457,0.001,0.001,112,5321575122408647552,129.86577899493,0.0355,-52.54952285231,0.0392,6.5678,0.0424,154.9568,33.122,-24.219,0.046,22.595,0.047,335,-1.7015,307.4,0.0,0.0,31,,,26,0.934,0,4513.22,3.86248,16.55115,665.666,6.40597,18.280401,6069.76,15.289967,2.990435,,,0,,,,,465731290,,0.002908,0.010815,0.004904,16.55115,0.002908,4513.22
0.003371,,,,,,,,93275779,,,,,,,,,,,,16,Threshold,0.860999999999999,28.0,0,0.025597370903503,129.94385069485,-52.32121661072,129.94385153406,-52.32121739404,0.001,0.001,133,5321581959996214016,129.94367449925,0.0334,-52.32111204434,0.0395,6.7464,0.0414,162.9655,33.98,-24.347,0.045,23.704,0.044,340,3.1555,447.65,0.181,2.446,31,,,23,1.123,0,5795.39,5.97804,16.279661,898.262,8.75307,17.955034,7664.34,15.036709,2.918325,,,0,,,,,465726833,,0.002974,0.010942,0.004771,16.279661,0.002974,5795.39
0.001773,,,,,,,,93276234,,,,,,,,,,,,15,Pipeline,0.856999999999999,15.7197395014597,0,0.030858149077193,129.92085165089,-52.19537543418,129.92085084745,-52.19537543649,0.0,0.0,161,5321618724917007104,129.92067112736,0.0222,-52.19526962817,0.0231,6.5762,0.0253,260.2182,34.368,-24.787,0.03,23.807,0.029,325,0.091,330.42,0.0,0.0,31,,,26,1.003,0,12908.0,9.78275,15.41022,2356.92,17.6507,16.907679,16652.7,14.194181,2.713497,,,0,,,,,465767532,,0.002876,0.008596,0.005016,15.41022,0.002876,12908.0
0.005519,,,,,,,,93548114,,,,,,,,,,,,16,Pipeline,0.843,23.9849237622066,0,0.025708951328059,130.04168291198,-52.58653464757,130.04168055537,-52.58653519563,0.001,0.001,169,5318571840758892288,130.0415036353,0.0457,-52.58643033159,0.045,6.545,0.0503,130.0307,33.788,-24.185,0.061,23.594,0.059,321,2.3223,446.99,0.196,1.783,31,,,26,1.093,0,3889.52,3.66145,16.712627,420.937,7.01997,18.778,5651.3,15.367525,3.410475,,,0,,,,,465728909,,0.002939,0.018321,0.004774,16.712627,0.002939,3889.52
0.002899,IC2391b084016-5256,08:40:16.2,-52:56:29,20200114,GS2019B,08:40:16.2,-52:56:29,93549226,,,,,,,,,,,,11,Percentile,0.571,18.299457551794,0,0.033435094901164,130.06770060266,-52.9414371785,130.06770168601,-52.94143670707,0.0,0.0,28,5318546822567826944,130.06752930428,0.0144,-52.94133387109,0.0142,6.6551,0.0153,434.453,32.889,-23.374,0.018,23.138,0.017,322,2.185,1097.25,0.139,27.37,31,,,24,1.087,0,438102.0,530.396,11.583429,211598.0,899.498,12.024763,326045.0,10.964702,1.060062,7.14,5.52,5,5000.0,4.5,,,,,0.003053,0.005393,0.004965,11.583429,0.003053,438102.0
0.002301,IC2391b083953-5257,08:39:53.0,-52:57:57,20200114,GS2019B,08:39:53.0,-52:57:57,93549309,,,,,,,,,,,,11,Threshold,0.550000000000001,3.6917884077844,0,0.025228768073517,129.97103989186,-52.96579065914,129.97103898086,-52.96579098717,0.0,0.0,35,5318545521198976000,129.97086023758,0.0093,-52.96568437976,0.0096,6.6211,0.0103,644.7398,34.089,-24.222,0.012,23.987,0.011,344,-5.5069,562.68,0.061,5.329,31,,,25,0.795,0,403176.0,998.406,11.673631,192836.0,1511.83,12.125574,299964.0,11.055223,1.070352,16.85,1.66,5,5500.0,4.5,,,,,0.00385,0.008958,0.007394,11.673631,0.00385,403176.0
0.030985,IC2391f084010-5309,08:40:10.6,-53:09:54,20200109,GS2019B,08:40:10.6,-53:09:54,93549861,,,,,,,,,,,,13,Percentile,0.870999999999999,28.0,0,0.027563776711681,130.04402059684,-53.16492593072,130.04400855161,-53.16492124748,0.001,0.001,54,5318493260034937984,130.04382939797,0.0659,-53.16481969328,0.0692,6.5164,0.0725,89.8971,33.258,-24.166,0.088,22.85,0.089,360,91.6828,11839.6,0.857,426.9,31,,,28,5.976,0,52527.8,23.9423,13.886395,14199.4,35.8113,14.957867,57042.8,12.857393,2.100473,,,0,,,,,465740255,,0.002799,0.003909,0.003922,13.886395,0.002799,52527.8
0.007463,,,,,,,,93549955,,,,,,,,,,,,17,Pipeline,0.889999999999999,28.0,0,0.027496273915546,130.12629668323,-53.19192155933,130.12629738862,-53.1919235888,0.001,0.001,92,5318492568536759936,130.12611481724,0.0608,-53.19181841817,0.0625,6.6394,0.0675,98.3271,34.142,-24.612,0.08,23.663,0.09,327,-0.0719,352.78,0.0,0.0,31,,,25,0.996,0,2019.37,2.21831,17.42433,240.111,8.07122,19.387512,2865.22,16.105001,3.282511,,,0,,,,,465739946,,0.003002,0.036603,0.005359,17.42433,0.003002,2019.37
0.002371,,,,,,,,93550090,,,,,,,,,,,,16,Pipeline,0.889000000000001,28.0,0,0.029112948697869,129.95181622051,-53.23288030911,129.95181644967,-53.23287966492,0.001,0.001,12,5318117639374581760,129.95163227384,0.0475,-53.23277326503,0.0509,6.7021,0.0554,120.8966,34.473,-24.804,0.063,23.94,0.057,335,1.7028,408.72,0.206,1.745,31,,,26,1.066,0,3563.78,3.81415,16.807589,471.186,9.10704,18.65556,4895.39,15.523428,3.132132,,,0,,,,,465741568,,0.00299,0.02117,0.004599,16.807589,0.00299,3563.78
0.003365,,,,,,,,93550269,,,,,,,,,,,,14,Pipeline,0.874000000000001,28.0,0,0.032655520294183,130.03421128621,-53.29469625016,130.03420975069,-53.29469607357,0.0,0.0,66,5318116299344817024,130.03402706926,0.0171,-53.29458920876,0.0184,6.6598,0.0187,356.1654,34.376,-24.567,0.023,24.045,0.025,322,2.2917,374.43,0.0,0.0,31,,,27,1.091,0,21803.7,26.8596,14.84104,4526.08,25.4821,16.199238,26431.0,13.692612,2.506626,,,0,,,,,465741313,,0.003063,0.006719,0.004755,14.84104,0.003063,21803.7
0.001029,,,,,,,,93550295,,,,,,,,,,,,14,Threshold,0.887,27.4887099941096,0,0.033525051520682,129.97366722953,-53.30101689382,129.97366683961,-53.30101672842,0.0,0.0,21,5318116127546214400,129.97348294268,0.0122,-53.30091285808,0.0127,6.6322,0.0135,491.5463,34.024,-24.727,0.017,23.371,0.015,356,1.9327,380.13,0.0,0.0,31,,,27,1.073,0,43209.1,39.3954,14.09843,11653.1,42.7397,15.172436,46898.6,13.069996,2.10244,,,0,,,,,465741437,,0.002928,0.004862,0.004463,14.09843,0.002928,43209.1
0.002964,,,,,,,,93550659,,,,,,,,,,,,17,Pipeline,0.922000000000001,28.0,0,0.028162071640888,130.06704685305,-53.42989459241,130.06704700234,-53.42989541089,0.001,0.001,81,5318111557701045248,130.06686622582,0.0512,-53.42979054021,0.0586,6.5932,0.0575,114.762,33.824,-24.234,0.069,23.596,0.077,332,0.9571,389.01,0.0,0.0,31,,,25,1.037,0,2672.25,3.11803,17.120174,314.322,6.93682,19.095104,3731.73,15.818119,3.276985,,,0,,,,,,,0.003033,0.024123,0.005271,17.120174,0.003033,2672.25
0.003034,IC2391m084018-5330,08:40:18.3,-53:30:29,20200110,GS2019B,08:40:18.3,-53:30:29,93550865,,,,,,,,,,,,12,Threshold,0.814,5.53928938830419,0,0.028159786472238,130.07619259478,-53.50800108025,130.07619174784,-53.50800175584,0.0,0.0,14,5318097916884923520,130.07601510463,0.0109,-53.50790117879,0.0103,6.6857,0.0113,592.9841,32.723,-23.637,0.015,22.63,0.013,339,1.5261,564.75,0.073,5.789,31,,,26,1.059,0,134098.0,114.635,12.868814,49657.1,133.737,13.598589,121772.0,12.034028,1.564561,14.52,2.49,6,4000.0,3.0,,,465743641,,0.002907,0.004042,0.004532,12.868814,0.002907,134098.0
0.007195,,,,,,,,93551193,,,,,,,,,,,,17,Pipeline,0.873000000000001,28.0,0,0.027441421843601,130.03970362721,-53.63049096666,130.03970555758,-53.63049260505,0.002,0.002,127,5318096125874244352,130.03951945073,0.0898,-53.63038781789,0.0907,6.6308,0.0987,67.207,34.241,-24.831,0.133,23.577,0.133,302,-1.5179,292.3,0.0,0.0,31,,,25,0.937,0,1247.1,2.03031,17.947618,112.455,7.55556,20.2111,1816.99,16.599512,3.611588,,,0,,,,,465743889,,0.003274,0.073001,0.006297,17.947618,0.003274,1247.1
0.002874,,,,,,,,93551386,,,,,,,,,,,,16,Percentile,0.885999999999999,28.0,0,0.03344847306541,130.1161704856,-53.6934932306,130.11617140679,-53.69349264777,0.001,0.001,155,5318092591125652608,130.11598536691,0.0438,-53.69338624189,0.0454,6.7451,0.0484,139.4018,34.46,-24.785,0.058,23.941,0.057,369,-0.0925,397.37,0.098,0.372,31,,,28,0.996,0,3188.83,3.75221,16.92829,416.762,8.33447,18.788822,4419.69,15.634417,3.154406,,,0,,,,,465546936,,0.003037,0.021891,0.004872,16.92829,0.003037,3188.83
0.003347,,,,,,,,93552710,,,,,,,,,,,,15,Threshold,0.833,17.3503532036188,0,0.030313893566497,130.31025009771,-53.72037830251,130.31025061163,-53.72037918116,0.001,0.001,34,5317904162322274688,130.31006008994,0.0267,-53.72027746198,0.0295,6.7059,0.0302,221.7578,34.165,-25.366,0.035,22.887,0.034,332,2.5914,413.52,0.157,3.035,31,,,24,1.102,0,9882.19,9.32876,15.700234,1651.33,8.21824,17.293959,12796.0,14.480212,2.813747,,,0,,,,,465546200,,0.00294,0.006081,0.004209,15.700234,0.00294,9882.19
0.001622,,,,,,,,93553696,,,,,,,,,,,,17,Threshold,0.945,28.0,0,0.026905627841718,130.16860918754,-53.38072708523,130.16860962942,-53.38072745077,0.001,0.001,76,5318112004377552768,130.16842345407,0.0567,-53.38062270993,0.0595,6.6607,0.063,105.6436,34.347,-24.987,0.074,23.567,0.079,334,1.5801,424.02,0.308,2.827,31,,,25,1.061,0,2688.16,3.09614,17.113728,301.567,6.44393,19.140081,3838.74,15.787424,3.352657,,,0,,,,,465738494,,0.003026,0.023367,0.00461,17.113728,0.003026,2688.16
0.003426,,,,,,,,93554205,,,,,,,,,,,,17,Percentile,0.892999999999999,28.0,0,0.028706877828724,130.17016242535,-53.22546427413,130.17016336929,-53.22546350851,0.001,0.001,89,5318492224939330944,130.16997690661,0.0564,-53.22536272539,0.0609,6.5898,0.0622,105.9911,33.839,-25.117,0.074,22.676,0.078,322,1.8529,413.52,0.27,2.278,31,,,24,1.073,0,2799.87,2.72004,17.069523,328.437,7.86576,19.047411,4083.89,15.72021,3.327201,,,0,,,,,465739877,,0.00295,0.026152,0.004539,17.069523,0.00295,2799.87
0.006487,,,,,,,,93554428,,,,,,,,,,,,17,Pipeline,0.99,28.0,0,0.026414684370059,130.30154137009,-53.1528028807,130.3015427127,-53.15280449277,0.002,0.001,105,5318491022348593536,130.30136440855,0.0691,-53.15269993248,0.0738,6.4017,0.0782,81.8893,33.649,-24.058,0.09,23.526,0.103,347,-0.612,370.73,0.0,0.0,31,,,25,0.976,0,1490.34,2.07126,17.754154,152.823,7.36349,19.878067,2190.25,16.396664,3.481403,,,0,,,,,465718136,,0.003141,0.052388,0.005245,17.754154,0.003141,1490.34
0.003131,,,,,,,,93554453,,,,,,,,,,,,17,Percentile,0.862,17.6555898858692,0,0.028566208915744,130.17396420982,-53.14299256749,130.17396278686,-53.14299273472,0.001,0.001,102,5318492744638910848,130.17378610463,0.0534,-53.14288801278,0.0548,6.4868,0.0578,112.2084,33.523,-23.845,0.071,23.562,0.074,348,1.551,417.7,0.231,1.685,31,,,24,1.059,0,2655.61,2.59803,17.126957,362.193,9.88233,18.94119,3688.67,15.830722,3.110469,,,0,,,,,465739639,,0.002953,0.029755,0.004996,17.126957,0.002953,2655.61
0.001243,,,,,,,,93554492,,,,,,,,,,,,15,Threshold,0.834,28.0,0,0.028159175598452,130.15621129309,-53.12853307186,130.15621088783,-53.12853282692,0.001,0.001,81,5318493569273146496,130.1560201925,0.025,-53.12843007722,0.0265,6.5852,0.0283,232.6606,34.602,-25.745,0.034,23.119,0.039,320,0.6327,343.03,0.0,0.0,31,,,25,1.024,0,9656.09,7.20768,15.725363,1641.54,8.42945,17.300413,12509.9,14.504759,2.795654,,,0,,,,,465739682,,0.002872,0.006235,0.00409,15.725363,0.002872,9656.09
0.002626,,,,,,,,93555508,,,,,,,,,,,,15,Pipeline,0.815,28.0,0,0.029298379092296,130.18803613238,-52.81449035525,130.18803669595,-52.81449100031,0.0,0.0,166,5318554076773891328,130.18785988985,0.0203,-52.81439018765,0.0198,6.4334,0.0221,290.6431,33.055,-24.044,0.027,22.683,0.026,343,1.8386,393.45,0.079,1.349,31,,,27,1.071,0,16308.7,11.455,15.156319,2858.13,15.5579,16.698338,20896.6,13.947705,2.750632,,,0,,,,,,,0.002859,0.006536,0.004138,15.156319,0.002859,16308.7
0.002299,,,,,,,,93555522,,,,,,,,,,,,16,Threshold,0.877999999999998,16.2281210154167,0,0.024142332249171,130.28687849889,-52.8107416273,130.28687890369,-52.8107422173,0.001,0.001,113,5318552496225991680,130.28670356331,0.0452,-52.81063824534,0.046,6.6096,0.0507,130.4616,33.405,-23.847,0.061,23.394,0.073,304,-0.1273,339.55,0.0,2.325e-15,31,,,24,0.994,0,3477.46,3.28318,16.834211,386.103,8.31317,18.871784,4988.1,15.503058,3.368726,,,0,,,,,465727924,,0.00294,0.023543,0.005091,16.834211,0.00294,3477.46
0.002304,,,,,,,,93555536,,,,,,,,,,,,17,Pipeline,0.877000000000001,28.0,0,0.032208379307389,130.19602255248,-52.80861882431,130.19602361,-52.80861885526,0.001,0.001,102,5318554076773894400,130.19584400079,0.0572,-52.80851294888,0.0603,6.4495,0.0647,99.716,34.126,-24.428,0.072,23.829,0.079,299,-1.0209,295.06,0.0,0.0,31,,,25,0.957,0,2338.69,3.0792,17.264935,263.981,10.3037,19.284609,3327.39,15.942637,3.341971,,,0,,,,,,,0.003104,0.04247,0.005686,17.264935,0.003104,2338.69
0.00203,,,,,,,,93555601,,,,,,,,,,,,14,Threshold,0.92,28.0,0,0.028797172934218,130.20033075106,-52.79172962985,130.20033041316,-52.79172910443,0.0,0.0,116,5318554179853105024,130.20015244399,0.0173,-52.79162707903,0.0186,6.6386,0.0194,342.6498,33.366,-24.215,0.024,22.956,0.026,313,1.3665,339.91,0.0,0.0,31,,,26,1.054,0,21675.5,32.7909,14.847443,4489.22,37.8064,16.208115,26452.5,13.691731,2.516384,,,0,,,,,465728340,,0.003208,0.00956,0.007273,14.847443,0.003208,21675.5
0.003571,,,,,,,,93630086,,,,,,,,,,,,14,Threshold,0.914,28.0,0,0.025626702966613,130.30875582666,-52.67259488,130.30875553885,-52.67259390339,0.0,0.0,136,5318557237870027776,130.30857795388,0.0171,-52.67248934643,0.0165,6.5977,0.0186,355.577,33.771,-24.228,0.023,23.525,0.023,311,0.7953,318.7,0.0,0.0,31,,,24,1.031,0,25883.4,31.5938,14.654812,5763.11,35.1794,15.9369,30760.3,13.527921,2.408979,,,0,,,,,465721944,,0.003057,0.007191,0.004958,14.654812,0.003057,25883.4
0.00229,,,,,,,,93630147,,,,,,,,,,,,15,Threshold,0.885000000000002,16.9594185342217,0,0.03034770066448,130.29221891513,-52.65587075386,130.29221908905,-52.65587138107,0.0,0.0,108,5318557512747932672,130.29203459127,0.0196,-52.65576626022,0.0208,6.7278,0.0222,303.6748,34.547,-25.181,0.027,23.652,0.03,347,2.2305,407.47,0.083,1.459,31,,,25,1.085,0,16511.5,26.7226,15.1429,3122.44,20.0106,16.602308,20774.2,13.954083,2.648225,,,0,,,,,465721956,,0.003268,0.007497,0.005437,15.1429,0.003268,16511.5
0.000569,,,,,,,,93630218,,,,,,,,,,,,15,Pipeline,0.895,16.3160654973486,0,0.028349866765593,130.28415841595,-52.63490414783,130.28415852178,-52.63490429212,0.0,0.0,107,5318557581467400320,130.28397105044,0.0176,-52.63479724404,0.0198,6.7234,0.0204,329.4551,35.149,-25.599,0.024,24.086,0.027,361,1.2615,392.49,0.048,0.5209,31,,,26,1.047,0,17570.4,27.0115,15.075411,3420.27,29.4699,16.503391,21824.9,13.900516,2.602876,,,0,,,,,465722676,,0.003221,0.009762,0.005935,15.075411,0.003221,17570.4
0.005235,,,,,,,,93630403,,,,,,,,,,,,17,Pipeline,0.953999999999999,28.0,0,0.024041614100535,130.22997157223,-52.58056779286,130.22997170473,-52.58056634082,0.001,0.001,97,5318569676094904192,130.22978418751,0.0454,-52.58046324712,0.0509,6.6385,0.0525,126.3278,34.574,-25.637,0.06,23.196,0.067,325,-1.3186,330.98,0.0,0.0,31,,,25,0.947,0,3009.54,3.17335,16.991117,309.768,7.25184,19.110952,4372.15,15.646159,3.464793,,,0,,,,,465722586,,0.002984,0.02557,0.004478,16.991117,0.002984,3009.54
0.003581,,,,,,,,93631008,,,,,,,,,,,,17,Pipeline,0.886999999999999,28.0,0,0.030973408451486,130.22084061098,-52.38335679692,130.22084193364,-52.38335737781,0.001,0.001,105,5318598980649814144,130.22066439204,0.0579,-52.38325741874,0.0694,6.5096,0.0673,96.7736,33.171,-24.383,0.075,22.491,0.088,318,0.5805,366.87,0.176,0.742,31,,,25,1.022,0,2172.74,2.67297,17.344849,244.936,7.86438,19.36591,3071.92,16.029371,3.336538,,,0,,,,,465724050,,0.003062,0.034972,0.00527,17.344849,0.003062,2172.74
0.000365,,,,,,,,93631142,,,,,,,,,,,,16,Threshold,0.873000000000001,28.0,0,0.026778224464023,130.20115893691,-52.3415115457,130.20115881075,-52.34151161177,0.001,0.001,128,5318599362909734400,130.2009815617,0.0402,-52.3414101158,0.0429,6.5092,0.0453,143.7386,33.394,-24.365,0.051,22.837,0.052,328,-1.0426,327.82,0.0,0.0,31,,,24,0.958,0,4055.09,4.41343,16.667364,535.847,10.0973,18.51594,5661.46,15.365574,3.150366,,,0,,,,,465723756,,0.002998,0.020649,0.005062,16.667364,0.002998,4055.09
0.001807,,,,,,,,93830111,,,,,,,,,,,,15,Percentile,0.888999999999999,17.6555898858692,0,0.029143087234801,130.40495589917,-52.21217447122,130.40495508005,-52.21217448093,0.001,0.001,151,5318607540527504768,130.40476697559,0.0259,-52.21207065879,0.0267,6.6886,0.0292,228.9812,34.903,-25.933,0.036,23.36,0.033,357,1.3749,405.44,0.068,0.5597,31,,,27,1.051,0,8949.98,7.28273,15.807812,1515.44,9.66011,17.387194,11524.0,14.593887,2.793306,,,0,,,,,440885155,,0.002893,0.007462,0.004271,15.807812,0.002893,8949.98
0.00493,,,,,,,,93831298,,,,,,,,,,,,16,Threshold,0.878,28.0,0,0.027928942648764,130.44678006135,-52.55487096846,130.44678205824,-52.55487160224,0.001,0.001,74,5318581530206048256,130.44659781003,0.0355,-52.55477312365,0.0403,6.6433,0.04,165.9063,33.56,-25.205,0.045,22.158,0.054,329,2.3569,416.64,0.167,1.971,31,,,23,1.093,0,5826.26,9.03203,16.273893,854.469,13.0559,18.009302,7945.31,14.997619,3.011684,,,0,,,,,465720485,,0.003229,0.016823,0.005464,16.273893,0.003229,5826.26
0.002267,,,,,,,,93832146,,,,,,,,,,,,16,Threshold,0.848000000000001,28.0,0,0.027526886905141,130.46397507085,-52.81888341702,130.46397473461,-52.81888401291,0.001,0.001,80,5318551740311805440,130.46380060086,0.0481,-52.81878189022,0.0543,6.4472,0.0547,117.8731,32.994,-23.678,0.065,22.978,0.067,292,0.7181,333.45,0.12,0.5234,31,,,25,1.029,0,3193.93,2.84086,16.926556,437.914,11.5536,18.735071,4534.1,15.606668,3.128404,,,0,,,,,,,0.00292,0.028781,0.006333,16.926556,0.00292,3193.93
0.001858,IC2391m084157-5252,08:41:57.8,-52:52:14,20200112,GS2019B,08:41:57.8,-52:52:14,93832296,,,,,,,,,,,,12,Threshold,0.825000000000001,28.0,0,0.032608393482267,130.49103497156,-52.87053915955,130.49103438827,-52.87053953674,0.0,0.0,102,5318504426950057728,130.49084556489,0.0099,-52.87043822842,0.0115,6.6058,0.0115,573.1862,34.311,-25.645,0.013,22.794,0.015,290,-0.3332,392.58,0.056,2.954,31,,,25,0.985,0,138203.0,137.49,12.836071,51361.8,230.009,13.561942,125173.0,12.004119,1.557823,17.12,2.11,3,4000.0,3.0,,,465716504,,0.002959,0.005606,0.004605,12.836071,0.002959,138203.0
0.008664,,,,,,,,93832597,,,,,,,,,,,,15,Threshold,0.862,17.5526579739218,0,0.027662705119828,130.47322936247,-52.96544735624,130.47322931184,-52.96544976285,0.001,0.001,82,5318502743323310848,130.4730470676,0.027,-52.96534556963,0.0314,6.5513,0.0312,209.9225,34.052,-24.697,0.039,23.444,0.044,295,1.0722,330.66,0.093,0.9961,31,,,24,1.044,0,9148.92,11.2025,15.783942,1453.15,14.8976,17.432768,12162.0,14.535379,2.897389,,,0,,,,,465716214,,0.003059,0.011475,0.005387,15.783942,0.003059,9148.92
0.003256,,,,,,,,93833197,,,,,,,,,,,,15,Threshold,0.875,8.78982891225867,0,0.030284887595946,130.4129223314,-53.15656257393,130.41292155793,-53.15656335047,0.001,0.001,106,5318490476885356928,130.41273197411,0.0256,-53.15645644909,0.0277,6.8248,0.029,235.0387,35.111,-25.578,0.036,24.053,0.039,337,2.8539,430.72,0.101,1.312,31,,,27,1.112,0,9641.07,6.16264,15.727055,1612.16,17.3951,17.320019,12972.7,14.465323,2.854695,,,0,,,,,,,0.002841,0.012043,0.004553,15.727055,0.002841,9641.07
0.007243,,,,,,,,93833201,,,,,,,,,,,,16,Pipeline,0.821999999999999,28.0,0,0.029644468272092,130.39984915235,-53.15745226994,130.39984969336,-53.15745425568,0.001,0.001,100,5318490545615836032,130.39966670605,0.0385,-53.15735061092,0.0425,6.6704,0.0443,150.4282,33.96,-24.688,0.054,23.32,0.06,339,-0.3258,359.37,0.07,0.2507,31,,,26,0.986,0,4114.77,3.88777,16.651505,540.805,8.64501,18.50594,5708.89,15.356517,3.149423,,,0,,,,,465717913,,0.00294,0.017579,0.004463,16.651505,0.00294,4114.77
0.00068,,,,,,,,93833575,,,,,,,,,,,,17,Pipeline,0.881,5.44906101002238,0,0.034939077513384,130.37149577839,-53.27285264199,130.37149601172,-53.27285251478,0.001,0.001,116,5318477759489411072,130.37131113723,0.0532,-53.27275309003,0.0588,6.7078,0.0595,112.7904,33.455,-24.875,0.07,22.371,0.075,329,0.3355,366.16,0.192,1.064,31,,,26,1.012,0,2638.43,3.0314,17.134005,325.579,6.6106,19.056902,3661.83,15.838651,3.218251,,,0,,,,,465736646,,0.003025,0.022221,0.005395,17.134005,0.003025,2638.43
0.00171,,,,,,,,93833806,,,,,,,,,,,,14,Threshold,0.869999999999999,28.0,0,0.025214567289952,130.46478875768,-53.34988462489,130.46478850037,-53.34988417532,0.0,0.0,114,5318476423763513344,130.46460572159,0.0156,-53.34978104918,0.0173,6.545,0.018,364.3696,33.779,-24.549,0.021,23.203,0.023,310,-0.175,294.37,0.0,0.0,31,,,26,0.992,0,25268.8,38.4856,14.680906,5463.18,43.6126,15.994928,30169.5,13.548975,2.445953,,,0,,,,,465735670,,0.003213,0.009105,0.005215,14.680906,0.003213,25268.8
